animal_id,timestamp,temperature,Fxa,Mya,Rza,Sxg,Lyg,Dzg
A002,2025-10-29 00:34:00,38.5,-0.0,-0.001,0.873,0.913,0.293,0.434
A002,2025-10-29 00:35:00,38.52,0.027,0.035,0.919,0.859,0.163,0.278
A002,2025-10-29 00:36:00,38.52,0.07,0.04,0.894,0.821,0.513,0.728
A002,2025-10-29 00:37:00,38.5,-0.003,0.018,0.884,0.979,0.494,0.447
A002,2025-10-29 00:38:00,38.54,0.051,0.024,0.939,0.797,0.14,0.603
A002,2025-10-29 00:39:00,38.45,0.013,0.003,0.854,0.962,0.188,0.488
A002,2025-10-29 00:40:00,38.63,0.039,-0.006,0.939,0.627,0.16,0.467
A002,2025-10-29 00:41:00,38.54,0.043,-0.006,0.895,0.85,0.408,0.463
A002,2025-10-29 00:42:00,38.55,0.035,0.041,0.893,0.71,0.431,0.786
A002,2025-10-29 00:43:00,38.57,0.071,0.025,0.877,0.756,0.331,0.521
A002,2025-10-29 00:44:00,38.57,0.038,-0.009,0.898,0.862,0.344,0.581
A002,2025-10-29 00:45:00,38.45,0.076,-0.011,0.889,1.101,0.521,0.538
A002,2025-10-29 00:46:00,38.43,0.058,0.05,0.855,0.63,0.255,0.703
A002,2025-10-29 00:47:00,38.48,0.026,-0.019,0.92,0.76,0.32,0.731
A002,2025-10-29 00:48:00,38.45,0.049,0.066,0.903,0.852,0.102,0.529
A002,2025-10-29 00:49:00,38.44,0.038,-0.001,0.855,0.518,0.138,0.574
A002,2025-10-29 00:50:00,38.48,0.092,0.005,0.867,0.853,0.389,0.354
A002,2025-10-29 00:51:00,38.54,0.04,0.005,0.876,0.788,0.053,0.378
A002,2025-10-29 00:52:00,38.5,0.04,-0.02,0.892,0.677,0.331,0.532
A002,2025-10-29 00:53:00,38.55,0.054,0.018,0.88,0.837,0.525,0.288
A002,2025-10-29 00:54:00,38.48,0.006,0.011,0.889,0.664,0.586,0.351
A002,2025-10-29 00:55:00,38.49,0.065,-0.001,0.883,0.795,0.431,0.391
A002,2025-10-29 00:56:00,38.48,0.059,-0.01,0.867,0.421,0.431,0.382
A002,2025-10-29 00:57:00,38.6,0.064,-0.011,0.836,0.559,0.29,0.63
A002,2025-10-29 00:58:00,38.48,0.055,-0.009,0.918,0.56,0.45,0.877
A002,2025-10-29 00:59:00,38.49,0.058,-0.013,0.9,0.706,0.679,0.504
A002,2025-10-29 01:00:00,38.44,0.048,0.015,0.876,0.884,0.51,0.59
A002,2025-10-29 01:01:00,38.53,0.045,0.011,0.89,0.485,0.331,0.502
A002,2025-10-29 01:02:00,38.57,0.04,0.006,0.919,0.813,0.266,0.513
A002,2025-10-29 01:03:00,38.5,-0.005,0.01,0.922,0.993,0.53,0.31
A002,2025-10-29 01:04:00,38.47,0.108,0.017,0.889,0.687,0.089,0.511
A002,2025-10-29 01:05:00,38.55,0.059,-0.006,0.855,0.875,0.32,0.491
A002,2025-10-29 01:06:00,38.58,0.083,-0.007,0.88,0.38,0.391,0.375
A002,2025-10-29 01:07:00,38.49,0.059,-0.003,0.9,1.007,0.367,0.692
A002,2025-10-29 01:08:00,38.43,0.031,-0.025,0.835,1.027,0.462,0.552
A002,2025-10-29 01:09:00,38.49,0.102,0.026,0.899,0.906,0.583,0.407
A002,2025-10-29 01:10:00,38.47,0.027,-0.021,0.909,0.564,0.173,0.634
A002,2025-10-29 01:11:00,38.41,0.036,0.049,0.88,0.826,0.559,0.429
A002,2025-10-29 01:12:00,38.45,0.038,-0.008,0.928,0.916,0.494,0.425
A002,2025-10-29 01:13:00,38.58,0.083,0.011,0.873,0.641,0.536,0.527
A002,2025-10-29 01:14:00,38.49,0.069,0.007,0.885,0.934,0.279,0.412
A002,2025-10-29 01:15:00,38.53,0.06,-0.001,0.892,0.558,0.334,0.43
A002,2025-10-29 01:16:00,38.43,0.037,-0.008,0.884,0.804,0.323,0.509
A002,2025-10-29 01:17:00,38.44,-0.043,0.009,0.906,1.309,0.369,0.656
A002,2025-10-29 01:18:00,38.49,0.051,0.051,0.939,0.619,0.317,0.514
A002,2025-10-29 01:19:00,38.54,0.042,0.023,0.856,0.28,0.644,0.642
A002,2025-10-29 01:20:00,38.51,0.077,0.037,0.888,0.76,0.598,0.562
A002,2025-10-29 01:21:00,38.54,0.053,0.016,0.936,1.047,0.308,0.601
A002,2025-10-29 01:22:00,38.46,-0.001,0.025,0.898,0.801,0.326,0.386
A002,2025-10-29 01:23:00,38.53,0.102,0.001,0.917,1.038,0.27,0.478
A002,2025-10-29 01:24:00,38.54,0.088,0.027,0.915,0.806,0.47,0.434
A002,2025-10-29 01:25:00,38.54,0.072,0.003,0.842,0.784,0.3,0.524
A002,2025-10-29 01:26:00,38.5,0.069,0.02,0.957,0.626,0.767,0.337
A002,2025-10-29 01:27:00,38.57,0.065,0.033,0.866,0.568,0.517,0.443
A002,2025-10-29 01:28:00,38.38,0.074,-0.003,0.876,0.878,0.571,0.846
A002,2025-10-29 01:29:00,38.54,0.024,-0.022,0.913,0.92,0.448,0.286
A002,2025-10-29 01:30:00,38.43,0.076,-0.002,0.842,0.581,0.405,0.573
A002,2025-10-29 01:31:00,38.57,0.047,0.015,0.917,0.928,0.608,0.387
A002,2025-10-29 01:32:00,38.49,0.084,0.017,0.864,0.578,0.406,0.402
A002,2025-10-29 01:33:00,38.5,0.056,0.022,0.911,0.603,0.396,0.587
A002,2025-10-29 01:34:00,38.48,-0.002,0.001,0.904,0.638,0.334,0.585
A002,2025-10-29 01:35:00,38.55,0.023,0.038,0.893,0.888,0.488,0.473
A002,2025-10-29 01:36:00,38.37,0.037,-0.026,0.895,1.223,0.323,0.56
A002,2025-10-29 01:37:00,38.48,0.07,0.019,0.884,0.796,0.538,0.555
A002,2025-10-29 01:38:00,38.47,0.044,0.0,0.955,0.703,0.164,0.608
A002,2025-10-29 01:39:00,38.44,0.077,0.041,0.972,0.729,0.255,0.436
A002,2025-10-29 01:40:00,38.54,0.091,-0.011,0.924,0.892,0.325,0.351
A002,2025-10-29 01:41:00,38.52,0.049,0.01,0.868,0.644,0.512,0.344
A002,2025-10-29 01:42:00,38.46,0.033,0.03,0.876,0.663,0.575,0.339
A002,2025-10-29 01:43:00,38.44,0.102,0.016,0.908,0.877,0.459,0.743
A002,2025-10-29 01:44:00,38.44,0.106,0.029,0.881,0.922,0.218,0.444
A002,2025-10-29 01:45:00,38.49,0.069,0.019,0.875,0.742,0.519,0.179
A002,2025-10-29 01:46:00,38.52,0.05,-0.009,0.898,1.187,0.196,0.419
A002,2025-10-29 01:47:00,38.45,0.063,0.003,0.919,0.99,0.591,0.63
A002,2025-10-29 01:48:00,38.51,0.053,0.035,0.916,0.758,0.501,0.478
A002,2025-10-29 01:49:00,38.51,0.098,0.031,0.93,0.902,0.36,0.433
A002,2025-10-29 01:50:00,38.46,0.046,0.028,0.954,0.739,0.212,0.503
A002,2025-10-29 01:51:00,38.57,0.037,-0.013,0.898,0.827,0.377,0.524
A002,2025-10-29 01:52:00,38.53,0.074,-0.007,0.936,0.674,0.464,0.54
A002,2025-10-29 01:53:00,38.57,0.09,0.021,0.921,0.453,0.33,0.512
A002,2025-10-29 01:54:00,38.59,0.053,0.009,0.892,0.461,0.332,0.5
A002,2025-10-29 01:55:00,38.42,0.097,0.028,0.903,0.888,0.383,0.402
A002,2025-10-29 01:56:00,38.62,0.077,0.003,0.861,0.99,0.489,0.526
A002,2025-10-29 01:57:00,38.48,0.033,0.024,0.868,0.968,0.348,0.609
A002,2025-10-29 01:58:00,38.39,0.041,0.012,0.898,0.78,0.577,0.374
A002,2025-10-29 01:59:00,38.55,0.026,0.009,0.898,1.056,0.55,0.456
A002,2025-10-29 02:00:00,38.51,0.092,-0.002,0.89,0.883,0.604,0.328
A002,2025-10-29 02:01:00,38.53,0.057,0.02,0.872,0.545,0.211,0.483
A002,2025-10-29 02:02:00,38.56,0.03,-0.023,0.891,1.022,0.154,0.265
A002,2025-10-29 02:03:00,38.45,0.08,-0.007,0.893,1.188,0.582,0.727
A002,2025-10-29 02:04:00,38.55,0.048,-0.006,0.909,0.996,0.356,0.513
A002,2025-10-29 02:05:00,38.47,0.074,0.039,0.894,0.724,0.196,0.525
A002,2025-10-29 02:06:00,38.52,0.036,0.004,0.907,0.544,0.571,0.39
A002,2025-10-29 02:07:00,38.51,0.065,0.04,0.898,0.795,0.388,0.488
A002,2025-10-29 02:08:00,38.44,0.095,-0.0,0.951,0.892,0.277,0.364
A002,2025-10-29 02:09:00,38.51,0.018,0.042,0.867,1.207,0.545,0.466
A002,2025-10-29 02:10:00,38.55,0.065,0.019,0.862,0.896,0.317,0.444
A002,2025-10-29 02:11:00,38.47,0.075,0.003,0.848,0.926,0.411,0.483
A002,2025-10-29 02:12:00,38.55,0.055,-0.013,0.921,0.805,0.142,0.749
A002,2025-10-29 02:13:00,38.44,0.069,0.029,0.891,0.961,0.324,0.586
A002,2025-10-29 02:14:00,38.42,0.1,0.054,0.866,1.006,0.65,0.452
A002,2025-10-29 02:15:00,38.54,0.034,-0.008,0.868,0.812,0.385,0.575
A002,2025-10-29 02:16:00,38.57,0.066,0.004,0.89,1.129,0.211,0.639
A002,2025-10-29 02:17:00,38.5,0.068,0.01,0.904,1.165,0.239,0.356
A002,2025-10-29 02:18:00,38.48,0.026,0.016,0.889,0.872,0.286,0.328
A002,2025-10-29 02:19:00,38.54,0.008,0.013,0.85,0.827,0.372,0.639
A002,2025-10-29 02:20:00,38.57,0.086,-0.043,0.849,0.538,0.538,0.299
A002,2025-10-29 02:21:00,38.52,0.042,0.059,0.896,0.736,0.246,0.578
A002,2025-10-29 02:22:00,38.54,0.124,0.038,0.9,0.884,0.352,0.355
A002,2025-10-29 02:23:00,38.51,0.019,-0.004,0.886,0.685,0.63,0.452
A002,2025-10-29 02:24:00,38.5,0.037,-0.009,0.935,0.451,0.326,0.325
A002,2025-10-29 02:25:00,38.45,0.051,0.021,0.937,1.096,0.52,0.584
A002,2025-10-29 02:26:00,38.45,0.064,0.035,0.89,0.926,0.35,0.393
A002,2025-10-29 02:27:00,38.48,0.071,0.052,0.907,0.676,0.477,0.629
A002,2025-10-29 02:28:00,38.54,0.002,0.006,0.895,0.94,0.258,0.525
A002,2025-10-29 02:29:00,38.5,0.009,0.051,0.871,0.663,0.688,0.376
A002,2025-10-29 02:30:00,38.39,0.047,-0.016,0.904,0.584,0.612,0.635
A002,2025-10-29 02:31:00,38.53,0.013,-0.008,0.923,1.035,0.563,0.412
A002,2025-10-29 02:32:00,38.53,0.019,0.009,0.926,0.85,0.298,0.37
A002,2025-10-29 02:33:00,38.5,0.087,0.052,0.912,0.655,0.127,0.59
A002,2025-10-29 02:34:00,38.43,0.06,-0.051,0.902,0.721,0.456,0.564
A002,2025-10-29 02:35:00,38.48,0.12,0.036,0.955,0.628,0.692,0.771
A002,2025-10-29 02:36:00,38.48,0.016,0.015,0.837,0.868,0.658,0.263
A002,2025-10-29 02:37:00,38.49,0.036,0.018,0.871,0.737,0.186,0.335
A002,2025-10-29 02:38:00,38.52,0.086,0.035,0.925,0.538,0.398,0.607
A002,2025-10-29 02:39:00,38.55,0.056,0.004,0.893,0.702,0.565,0.451
A002,2025-10-29 02:40:00,38.45,0.062,-0.002,0.918,0.728,0.317,0.522
A002,2025-10-29 02:41:00,38.54,0.049,0.029,0.859,0.889,0.486,0.661
A002,2025-10-29 02:42:00,38.48,0.011,0.007,0.904,0.717,0.608,0.522
A002,2025-10-29 02:43:00,38.54,0.072,-0.0,0.91,0.266,0.333,0.094
A002,2025-10-29 02:44:00,38.51,0.109,0.014,0.901,0.624,0.462,0.247
A002,2025-10-29 02:45:00,38.54,0.044,0.033,0.902,0.429,0.232,0.683
A002,2025-10-29 02:46:00,38.42,0.043,-0.01,0.917,0.646,0.184,0.531
A002,2025-10-29 02:47:00,38.48,0.007,0.024,0.86,0.775,0.341,0.694
A002,2025-10-29 02:48:00,38.48,0.089,0.02,0.848,0.786,0.31,0.621
A002,2025-10-29 02:49:00,38.55,0.024,0.006,0.943,0.981,0.414,0.28
A002,2025-10-29 02:50:00,38.58,0.062,0.009,0.905,0.494,0.485,0.395
A002,2025-10-29 02:51:00,38.53,-0.017,-0.018,0.952,0.806,0.61,0.565
A002,2025-10-29 02:52:00,38.53,0.105,-0.015,0.863,0.651,0.5,0.533
A002,2025-10-29 02:53:00,38.46,0.03,-0.022,0.933,0.727,0.736,0.519
A002,2025-10-29 02:54:00,38.6,0.071,0.027,0.859,0.813,0.416,0.523
A002,2025-10-29 02:55:00,38.54,0.094,0.026,0.895,0.906,0.474,0.605
A002,2025-10-29 02:56:00,38.48,0.055,0.009,0.924,0.579,0.558,0.423
A002,2025-10-29 02:57:00,38.49,0.066,0.007,0.91,0.876,0.285,0.375
A002,2025-10-29 02:58:00,38.48,-0.006,0.023,0.87,1.147,0.493,0.223
A002,2025-10-29 02:59:00,38.47,0.075,0.032,0.916,0.528,0.532,0.589
A002,2025-10-29 03:00:00,38.47,0.078,-0.005,0.899,0.931,0.488,0.772
A002,2025-10-29 03:01:00,38.49,-0.006,0.012,0.886,1.032,0.242,0.692
A002,2025-10-29 03:02:00,38.45,0.074,-0.006,0.908,0.921,0.206,0.598
A002,2025-10-29 03:03:00,38.49,0.003,0.036,0.906,1.121,0.38,0.459
A002,2025-10-29 03:04:00,38.49,0.04,-0.005,0.907,1.01,0.804,0.441
A002,2025-10-29 03:05:00,38.49,0.058,0.015,0.883,0.881,0.212,0.445
A002,2025-10-29 03:06:00,38.51,0.085,-0.005,0.894,0.966,0.159,0.54
A002,2025-10-29 03:07:00,38.49,0.08,0.033,0.93,0.985,0.483,0.566
A002,2025-10-29 03:08:00,38.51,0.018,-0.007,0.907,0.796,0.319,0.569
A002,2025-10-29 03:09:00,38.44,0.051,-0.002,0.905,0.632,0.379,0.395
A002,2025-10-29 03:10:00,38.48,0.066,0.006,0.954,0.722,0.464,0.836
A002,2025-10-29 03:11:00,38.58,0.005,0.013,0.892,0.615,0.467,0.565
A002,2025-10-29 03:12:00,38.56,0.115,0.003,0.892,0.616,0.396,0.275
A002,2025-10-29 03:13:00,38.47,0.057,-0.016,0.859,0.726,0.517,0.405
A002,2025-10-29 03:14:00,38.5,0.042,0.025,0.931,0.685,0.463,0.767
A002,2025-10-29 03:15:00,38.48,-0.002,0.006,0.931,0.617,0.367,0.292
A002,2025-10-29 03:16:00,38.51,0.016,-0.002,0.892,0.706,0.543,0.734
A002,2025-10-29 03:17:00,38.5,0.024,0.036,0.853,0.598,0.251,0.276
A002,2025-10-29 03:18:00,38.49,0.01,-0.006,0.867,1.174,0.631,0.418
A002,2025-10-29 03:19:00,38.52,0.064,0.013,0.889,0.511,0.605,0.454
A002,2025-10-29 03:20:00,38.44,0.062,-0.005,0.885,0.68,0.45,0.498
A002,2025-10-29 03:21:00,38.64,0.031,0.044,0.892,0.709,0.467,0.36
A002,2025-10-29 03:22:00,38.48,0.108,0.014,0.879,0.649,0.266,0.849
A002,2025-10-29 03:23:00,38.52,0.048,0.009,0.905,0.628,0.408,0.647
A002,2025-10-29 03:24:00,38.38,0.035,0.004,0.908,0.871,0.509,0.777
A002,2025-10-29 03:25:00,38.57,0.031,0.006,0.968,1.111,0.509,0.475
A002,2025-10-29 03:26:00,38.42,0.05,0.008,0.843,0.712,0.26,0.096
A002,2025-10-29 03:27:00,38.48,-0.002,0.02,0.911,1.409,0.312,0.773
A002,2025-10-29 03:28:00,38.46,0.043,0.022,0.887,0.894,0.454,0.649
A002,2025-10-29 03:29:00,38.46,0.053,0.051,0.934,1.153,0.313,0.499
A002,2025-10-29 03:30:00,38.49,0.074,-0.009,0.908,0.592,0.235,0.591
A002,2025-10-29 03:31:00,38.51,0.032,0.02,0.925,0.696,0.62,0.554
A002,2025-10-29 03:32:00,38.5,0.065,0.016,0.943,0.775,0.57,0.708
A002,2025-10-29 03:33:00,38.46,0.049,0.064,0.876,0.971,0.587,0.716
A002,2025-10-29 03:34:00,38.44,0.09,-0.003,0.904,1.105,0.81,0.583
A002,2025-10-29 03:35:00,38.43,0.062,0.014,0.905,0.776,0.45,0.535
A002,2025-10-29 03:36:00,38.5,0.029,0.02,0.923,0.767,0.513,0.365
A002,2025-10-29 03:37:00,38.57,0.032,-0.005,0.867,0.601,0.236,0.523
A002,2025-10-29 03:38:00,38.53,0.049,0.02,0.957,0.78,0.329,0.615
A002,2025-10-29 03:39:00,38.49,0.016,0.015,0.885,0.744,0.303,0.375
A002,2025-10-29 03:40:00,38.46,0.037,-0.001,0.896,0.835,0.24,0.367
A002,2025-10-29 03:41:00,38.45,0.079,0.005,0.907,0.925,0.328,0.506
A002,2025-10-29 03:42:00,38.44,0.035,-0.002,0.864,0.531,0.365,0.595
A002,2025-10-29 03:43:00,38.61,0.048,0.004,0.903,0.638,0.133,0.64
A002,2025-10-29 03:44:00,38.48,0.058,0.023,0.892,0.857,0.48,0.598
A002,2025-10-29 03:45:00,38.54,0.036,-0.002,0.95,0.453,0.218,0.566
A002,2025-10-29 03:46:00,38.47,0.062,0.01,0.93,0.8,0.331,0.668
A002,2025-10-29 03:47:00,38.46,0.04,0.008,0.924,0.754,0.441,0.57
A002,2025-10-29 03:48:00,38.47,0.041,0.022,0.879,0.787,0.271,0.785
A002,2025-10-29 03:49:00,38.52,0.052,0.025,0.912,1.046,0.609,0.398
A002,2025-10-29 03:50:00,38.49,0.004,0.014,0.869,1.094,0.711,0.639
A002,2025-10-29 03:51:00,38.55,0.089,0.007,0.945,0.446,0.379,0.365
A002,2025-10-29 03:52:00,38.47,0.081,-0.018,0.914,0.823,0.63,0.279
A002,2025-10-29 03:53:00,38.59,0.035,-0.004,0.884,1.156,0.249,0.561
A002,2025-10-29 03:54:00,38.51,0.049,0.034,0.917,0.656,0.199,0.87
A002,2025-10-29 03:55:00,38.51,0.004,0.009,0.942,0.964,0.688,0.445
A002,2025-10-29 03:56:00,38.41,0.055,-0.01,0.956,0.804,0.377,0.823
A002,2025-10-29 03:57:00,38.55,0.027,0.035,0.902,0.753,0.312,0.398
A002,2025-10-29 03:58:00,38.52,0.022,0.013,0.878,0.642,0.283,0.575
A002,2025-10-29 03:59:00,38.51,0.111,0.018,0.937,0.707,0.364,0.516
A002,2025-10-29 04:00:00,38.53,0.009,-0.034,0.9,0.398,0.662,0.617
A002,2025-10-29 04:01:00,38.47,0.145,-0.001,0.917,0.347,0.364,0.489
A002,2025-10-29 04:02:00,38.44,0.019,0.032,0.866,0.834,0.464,0.621
A002,2025-10-29 04:03:00,38.49,0.047,0.047,0.904,1.02,0.471,0.474
A002,2025-10-29 04:04:00,38.51,0.015,-0.015,0.887,0.747,0.405,0.649
A002,2025-10-29 04:05:00,38.43,0.03,0.07,0.887,0.909,0.522,0.681
A002,2025-10-29 04:06:00,38.48,0.068,-0.007,0.9,0.919,0.458,0.612
A002,2025-10-29 04:07:00,38.45,0.035,0.017,0.879,0.712,0.356,0.508
A002,2025-10-29 04:08:00,38.58,0.084,0.03,0.93,0.808,0.28,0.644
A002,2025-10-29 04:09:00,38.47,0.065,0.037,0.941,0.82,0.212,0.62
A002,2025-10-29 04:10:00,38.53,0.066,0.008,0.922,0.526,0.566,0.443
A002,2025-10-29 04:11:00,38.47,0.107,0.006,0.856,1.136,0.233,0.567
A002,2025-10-29 04:12:00,38.56,0.046,0.01,0.884,0.819,0.566,0.535
A002,2025-10-29 04:13:00,38.54,0.058,0.017,0.907,0.485,0.507,0.574
A002,2025-10-29 04:14:00,38.48,0.101,0.035,0.858,0.651,0.314,0.489
A002,2025-10-29 04:15:00,38.56,0.01,-0.002,0.92,0.555,0.454,0.594
A002,2025-10-29 04:16:00,38.56,0.083,0.009,0.869,0.888,0.524,0.169
A002,2025-10-29 04:17:00,38.48,0.034,-0.029,0.861,1.033,0.201,0.66
A002,2025-10-29 04:18:00,38.54,0.013,0.017,0.879,0.611,0.42,0.555
A002,2025-10-29 04:19:00,38.48,0.039,0.028,0.893,0.831,0.661,0.422
A002,2025-10-29 04:20:00,38.51,0.051,0.007,0.872,0.899,0.233,0.419
A002,2025-10-29 04:21:00,38.5,0.072,-0.004,0.908,0.778,0.343,0.219
A002,2025-10-29 04:22:00,38.46,0.046,0.051,0.915,1.049,0.388,0.409
A002,2025-10-29 04:23:00,38.46,0.094,0.01,0.885,0.837,0.272,0.476
A002,2025-10-29 04:24:00,38.52,0.033,0.019,0.934,0.787,0.244,0.405
A002,2025-10-29 04:25:00,38.3,0.028,0.014,0.898,0.807,0.279,0.319
A002,2025-10-29 04:26:00,38.42,0.037,0.012,0.869,1.183,0.487,0.452
A002,2025-10-29 04:27:00,38.48,0.013,-0.013,0.892,1.033,0.407,0.678
A002,2025-10-29 04:28:00,38.54,0.035,0.02,0.817,0.799,0.529,0.672
A002,2025-10-29 04:29:00,38.47,0.079,0.01,0.895,0.859,0.176,0.441
A002,2025-10-29 04:30:00,38.52,0.088,0.024,0.994,0.695,0.376,0.286
A002,2025-10-29 04:31:00,38.41,0.035,0.009,0.967,0.865,0.55,0.443
A002,2025-10-29 04:32:00,38.49,0.083,0.016,0.856,0.769,0.366,0.873
A002,2025-10-29 04:33:00,38.48,0.08,-0.007,0.903,1.053,0.225,0.63
A002,2025-10-29 04:34:00,38.6,0.03,0.001,0.85,0.831,0.365,0.499
A002,2025-10-29 04:35:00,38.47,0.102,0.008,0.916,0.981,0.754,0.408
A002,2025-10-29 04:36:00,38.5,0.088,0.029,0.919,1.0,0.09,0.634
A002,2025-10-29 04:37:00,38.49,0.03,-0.023,0.869,0.815,0.601,0.233
A002,2025-10-29 04:38:00,38.52,0.031,0.004,0.888,0.779,0.339,0.319
A002,2025-10-29 04:39:00,38.49,0.067,0.004,0.927,0.722,0.284,0.635
A002,2025-10-29 04:40:00,38.54,0.067,0.035,0.902,1.08,0.3,0.383
A002,2025-10-29 04:41:00,38.58,0.007,0.015,0.926,0.962,0.274,0.456
A002,2025-10-29 04:42:00,38.49,0.03,0.026,0.868,0.868,0.442,0.591
A002,2025-10-29 04:43:00,38.52,0.095,0.013,0.977,0.787,0.591,0.415
A002,2025-10-29 04:44:00,38.41,0.031,0.017,0.892,0.547,0.663,0.58
A002,2025-10-29 04:45:00,38.57,0.023,0.026,0.907,0.713,0.266,0.625
A002,2025-10-29 04:46:00,38.47,0.083,-0.028,0.937,1.073,0.707,0.424
A002,2025-10-29 04:47:00,38.45,0.041,-0.011,0.93,0.696,0.306,0.402
A002,2025-10-29 04:48:00,38.44,0.041,0.035,0.928,0.415,0.499,0.315
A002,2025-10-29 04:49:00,38.48,0.046,0.007,0.87,0.785,0.31,0.493
A002,2025-10-29 04:50:00,38.44,0.063,0.023,0.85,0.84,0.402,0.491
A002,2025-10-29 04:51:00,38.43,0.046,0.008,0.926,1.129,0.402,0.63
A002,2025-10-29 04:52:00,38.54,0.094,-0.003,0.913,0.815,0.299,0.541
A002,2025-10-29 04:53:00,38.42,0.048,-0.001,0.901,0.797,0.332,0.314
A002,2025-10-29 04:54:00,38.5,0.071,0.025,0.887,0.55,0.258,0.489
A002,2025-10-29 04:55:00,38.53,0.071,0.002,0.902,0.69,0.234,0.619
A002,2025-10-29 04:56:00,38.49,0.064,-0.002,0.902,0.634,0.735,0.616
A002,2025-10-29 04:57:00,38.49,0.067,-0.015,0.864,0.669,0.37,0.325
A002,2025-10-29 04:58:00,38.53,0.027,-0.007,0.939,0.913,0.447,0.448
A002,2025-10-29 04:59:00,38.43,0.071,0.008,0.903,0.855,0.482,0.364
A002,2025-10-29 05:00:00,38.43,0.034,-0.027,0.923,0.601,0.643,0.439
A002,2025-10-29 05:01:00,38.56,0.061,-0.014,0.905,0.821,0.157,0.42
A002,2025-10-29 05:02:00,38.55,0.095,0.034,0.908,0.67,0.437,0.211
A002,2025-10-29 05:03:00,38.51,0.082,0.001,0.97,0.948,0.279,0.319
A002,2025-10-29 05:04:00,38.53,0.053,0.023,0.975,0.783,0.387,0.654
A002,2025-10-29 05:05:00,38.5,0.07,-0.013,0.944,0.315,0.064,0.604
A002,2025-10-29 05:06:00,38.4,0.022,-0.033,0.86,0.545,0.604,0.559
A002,2025-10-29 05:07:00,38.51,0.049,-0.02,0.889,0.469,0.226,0.395
A002,2025-10-29 05:08:00,38.48,0.07,0.005,0.922,0.589,0.463,0.514
A002,2025-10-29 05:09:00,38.55,0.039,0.036,0.89,0.907,0.518,0.378
A002,2025-10-29 05:10:00,38.52,0.039,-0.006,0.861,0.755,0.453,0.458
A002,2025-10-29 05:11:00,38.6,0.043,-0.019,0.892,0.976,0.435,0.486
A002,2025-10-29 05:12:00,38.54,0.045,0.007,0.855,0.783,0.448,0.706
A002,2025-10-29 05:13:00,38.51,-0.004,0.029,0.883,0.622,0.487,0.536
A002,2025-10-29 05:14:00,38.6,0.052,0.012,0.885,1.02,0.607,0.658
A002,2025-10-29 05:15:00,38.51,0.004,-0.004,0.943,0.927,0.586,0.637
A002,2025-10-29 05:16:00,38.45,0.114,0.039,0.906,0.662,0.449,0.526
A002,2025-10-29 05:17:00,38.58,0.118,-0.014,0.874,0.622,0.449,0.431
A002,2025-10-29 05:18:00,38.48,0.038,0.012,0.916,0.995,0.236,0.71
A002,2025-10-29 05:19:00,38.51,0.068,0.035,0.917,0.609,0.327,0.496
A002,2025-10-29 05:20:00,38.56,0.044,0.03,0.936,1.012,0.603,0.566
A002,2025-10-29 05:21:00,38.44,0.093,0.006,0.918,0.505,0.308,0.46
A002,2025-10-29 05:22:00,38.54,0.028,0.004,0.883,0.732,0.564,0.676
A002,2025-10-29 05:23:00,38.52,0.026,-0.026,0.929,0.79,0.522,0.5
A002,2025-10-29 05:24:00,38.48,0.036,0.022,0.939,0.855,0.553,0.458
A002,2025-10-29 05:25:00,38.42,0.069,-0.005,0.892,0.75,0.145,0.426
A002,2025-10-29 05:26:00,38.51,0.062,0.033,0.854,0.668,0.498,0.389
A002,2025-10-29 05:27:00,38.53,0.059,0.002,0.888,0.638,0.498,0.496
A002,2025-10-29 05:28:00,38.46,0.008,0.022,0.875,0.728,0.22,0.698
A002,2025-10-29 05:29:00,38.53,0.065,0.023,0.916,1.072,0.332,0.353
A002,2025-10-29 05:30:00,38.55,0.115,0.034,0.863,0.961,0.378,0.485
A002,2025-10-29 05:31:00,38.48,0.053,0.029,0.867,1.164,0.466,0.427
A002,2025-10-29 05:32:00,38.53,0.018,0.024,0.914,0.532,0.403,0.417
A002,2025-10-29 05:33:00,38.53,0.033,0.048,0.905,0.881,0.417,0.451
A002,2025-10-29 05:34:00,38.54,0.032,-0.005,0.909,0.983,0.338,0.535
A002,2025-10-29 05:35:00,38.38,0.1,-0.016,0.915,1.019,0.323,0.48
A002,2025-10-29 05:36:00,38.54,0.075,0.013,0.884,0.681,0.26,0.555
A002,2025-10-29 05:37:00,38.51,0.02,0.034,0.936,0.895,0.603,0.488
A002,2025-10-29 05:38:00,38.46,0.013,0.03,0.901,0.766,0.558,0.47
A002,2025-10-29 05:39:00,38.58,0.015,-0.003,0.885,0.75,0.293,0.507
A002,2025-10-29 05:40:00,38.46,0.087,0.036,0.914,0.862,0.483,0.329
A002,2025-10-29 05:41:00,38.44,0.019,-0.008,0.935,0.88,0.502,0.6
A002,2025-10-29 05:42:00,38.44,0.07,-0.032,0.897,0.753,0.172,0.415
A002,2025-10-29 05:43:00,38.56,0.067,0.007,0.865,1.092,0.557,0.456
A002,2025-10-29 05:44:00,38.57,0.02,0.01,0.899,0.853,0.559,0.463
A002,2025-10-29 05:45:00,38.47,0.061,-0.029,0.895,0.686,0.383,0.559
A002,2025-10-29 05:46:00,38.43,0.036,0.011,0.94,0.566,0.856,0.433
A002,2025-10-29 05:47:00,38.49,0.09,0.035,0.929,0.404,0.335,0.715
